Start Time,End Time,Sentence,Translation,Emotion_fine,Emotion_core,Intensity
1/1/1900 0:03,1/1/1900 0:03,"No tak, Leszek mnie nie wziął do swojej drużyny.","Well, Leszek didn't take me into his team.",rejection,sadness,moderate
1/1/1900 0:03,1/1/1900 0:03,No troszkę mnie było przykro.,"Well, I was a little sad.",disappointment,sadness,mild
1/1/1900 0:03,1/1/1900 0:04,Ja go też nie wybiorę.,I won't choose him either.,rejection,disgust,mild
1/1/1900 0:04,1/1/1900 0:04,"Wydawało mi się, że to będzie takie dobre zestawienie trzech wybuchowych, dynamicznych facetów.","It seemed to me that it would be such a good combination of three explosive, dynamic guys.",expectation,happiness,mild
1/1/1900 0:04,1/1/1900 0:04,"No i postawiłem na trzy dziewczyny, które są spokojne, bardzo schematyczne co prawda, ale można wydawać im polecenia.","So I chose three girls who are calm, very methodical to be honest, but you can give them orders.",pragmatism,neutral,neutral
1/1/1900 0:04,1/1/1900 0:04,Przyjmują to jakby z pokorą.,They accept it as if with humility.,acceptance,neutral,mild
1/1/1900 0:04,1/1/1900 0:04,"On ma bardzo silny charakter, tak samo jak my obaj raczej dominujemy.","He has a very strong character, just like both of us, we tend to dominate.",assertiveness,neutral,moderate
1/1/1900 0:04,1/1/1900 0:04,"Więc ja myślę, że gdyby on mnie wybrał to by było samobójstwo, bo ja bym nie był grzeczny.","So I think that if he chose me, it would be suicide, because I wouldn't be well-behaved.",apprehension,fear,moderate
1/1/1900 0:04,1/1/1900 0:04,Ja bym rozwalił cały zespół pewnie.,I would probably destroy the whole team.,hostility,anger,moderate
1/1/1900 0:04,1/1/1900 0:04,Reszta tworzy drugą drużynę i musicie spośród siebie wybrać kapitana.,The rest form the second team and you have to choose a captain among yourselves.,instruction,neutral,neutral
1/1/1900 0:04,1/1/1900 0:04,Krzysztof jesteś w takim razie kapitanem.,"Krzysztof, you are the captain then.",acceptance,neutral,neutral
1/1/1900 0:04,1/1/1900 0:04,"Nie mieliśmy problemu z tym, żeby ustawić Krzyśka jako lidera.",We had no problem with appointing Krzysiek as the leader.,acceptance,neutral,neutral
1/1/1900 0:04,1/1/1900 0:04,On charakteryzuje się dość dużym ego i jest taki bardzo pewny siebie i tak dalej.,He is characterized by quite a big ego and is very self-confident and so on.,judgment,neutral,mild
1/1/1900 0:04,1/1/1900 0:04,Dlaczego nie zrzucić tej całej odpowiedzialności na niego?,Why not put all this responsibility on him?,resentment,anger,moderate
1/1/1900 0:04,1/1/1900 0:04,"Leszek, kto to będzie?","Leszek, who will it be?",curiosity,neutral,mild
1/1/1900 0:04,1/1/1900 0:04,Jola.,Jola.,neutrality,neutral,neutral
1/1/1900 0:04,1/1/1900 0:05,"Jola ma dzieci, gotuje dla dzieci, także to będzie bezpieczne, fajne rozwiązanie.","Jola has children, she cooks for children, so it will be a safe, nice solution.",reassurance,happiness,mild
1/1/1900 0:05,1/1/1900 0:05,Krzysiek?,Krzysiek?,curiosity,neutral,mild
1/1/1900 0:05,1/1/1900 0:05,"Diana, z bardzo prostej przyczyny Diana jest naszą najlepszą sukienniczką.","Diana, for a very simple reason, Diana is our best seamstress.",pride,happiness,mild
1/1/1900 0:05,1/1/1900 0:05,"Jest odpowiedzialna za deser, więc najlepiej wybierze do niego składniki.","She is responsible for the dessert, so she will choose the ingredients for it best.",confidence,neutral,mild
1/1/1900 0:05,1/1/1900 0:05,No i uwaga!,And attention!,alertness,surprise,moderate
1/1/1900 0:05,1/1/1900 0:05,Start!,Start!,anticipation,surprise,mild
1/1/1900 0:05,1/1/1900 0:05,"Szybko, szybko!","Quickly, quickly!",urgency,fear,moderate
1/1/1900 0:05,1/1/1900 0:05,Kapitanowie i pomocnicy mają pięć minut.,Captains and assistants have five minutes.,anticipation,neutral,neutral
1/1/1900 0:05,1/1/1900 0:05,"Kapitanowie i pomocnicy mają pięć minut, żeby wybrać wszystkie potrzebne produkty.",Captains and assistants have five minutes to choose all the necessary products.,anticipation,neutral,neutral
1/1/1900 0:05,1/1/1900 0:05,Jajka są niewygodne?,Are eggs uncomfortable?,confusion,surprise,mild
1/1/1900 0:05,1/1/1900 0:05,Tak.,Yes.,acceptance,neutral,neutral
1/1/1900 0:05,1/1/1900 0:05,"Dobra, ja biorę w rękę jajka.","Alright, I'll take the eggs in my hand.",readiness,neutral,neutral
1/1/1900 0:05,1/1/1900 0:05,"Masło, masło, masło.","Butter, butter, butter.",insistence,neutral,neutral
1/1/1900 0:05,1/1/1900 0:05,Ile?,How much?,curiosity,neutral,neutral
1/1/1900 0:05,1/1/1900 0:05,Masło.,Butter.,neutrality,neutral,neutral
1/1/1900 0:05,1/1/1900 0:05,Kurde.,Damn.,frustration,anger,mild
1/1/1900 0:05,1/1/1900 0:05,"Ty jesteś za desery, ja nic nie szukam dla deserów, ty wszystko do deserów ty szukasz.","You are for desserts, I don't look for anything for desserts, you look for everything for desserts.",accusation,anger,mild
1/1/1900 0:05,1/1/1900 0:05,"Okej, dobra.","Okay, fine.",acceptance,neutral,neutral
1/1/1900 0:05,1/1/1900 0:05,Masz wszystko do ciasta?,Do you have everything for the cake?,curiosity,neutral,neutral
1/1/1900 0:05,1/1/1900 0:05,Tak.,Yes.,acceptance,neutral,neutral
1/1/1900 0:05,1/1/1900 0:05,Bo ja w ogóle o tym nie myślę.,Because I don't think about it at all.,detachment,neutral,neutral
1/1/1900 0:05,1/1/1900 0:05,Bierz pomidora.,Take the tomato.,instruction,neutral,neutral
1/1/1900 0:05,1/1/1900 0:05,Ja biorę pomidora.,I am taking a tomato.,determination,neutral,neutral
1/1/1900 0:05,1/1/1900 0:05,"Taką presję czułam na sobie, że no cokolwiek zabraknie, tak?","I felt such pressure on myself, that if anything was missing, right?",pressure,fear,moderate
1/1/1900 0:05,1/1/1900 0:05,To potem będzie to moja wina.,Then it will be my fault.,guilt,sadness,moderate
1/1/1900 0:06,1/1/1900 0:06,"Myślałem, że mnie tam Włodek zabije, jak wychodziłem z chłopniem, bo tak trochę dużo na nim było.","I thought Włodek would kill me there when I was leaving with the boy, because there was a bit too much on him.",apprehension,fear,moderate
1/1/1900 0:06,1/1/1900 0:06,"Uważaj, lezuj!","Watch out, chill!",warning,fear,moderate
1/1/1900 0:06,1/1/1900 0:06,"Jest, jest.","Jest, jest.",dismissiveness,neutral,mild
1/1/1900 0:06,1/1/1900 0:06,"Cicho, cicho, cicho.","Quiet, quiet, quiet.",warning,anger,moderate
1/1/1900 0:06,1/1/1900 0:06,"Weź paprykę, więcej cebuli, więcej pomidorów.","Take the pepper, more onions, more tomatoes.",determination,neutral,neutral
1/1/1900 0:06,1/1/1900 0:06,Nie ma poszu.,There is no poszu.,confusion,neutral,neutral
1/1/1900 0:06,1/1/1900 0:06,To bierz rękę i biegaj.,So grab the hand and run.,urgency,fear,moderate
1/1/1900 0:06,1/1/1900 0:06,Nie bierz rękę!,Don't take the hand!,alarm,fear,moderate
1/1/1900 0:06,1/1/1900 0:06,Nie bierz rękę!,Don't take the hand!,warning,fear,moderate
1/1/1900 0:06,1/1/1900 0:06,"Biegałam chyba, nie wiem, z pięć, sześć, siedem, nie liczę, ale już tylko biegałam i biegałam.","I was running, I think, I don't know, five, six, seven times, I don't count, but I was just running and running.",restlessness,neutral,moderate
1/1/1900 0:06,1/1/1900 0:06,"Krzysiek, Leszek, 30 sekund!","Krzysiek, Leszek, 30 seconds!",urgency,fear,moderate
1/1/1900 0:06,1/1/1900 0:06,Nie bierz rękę!,Don't take the hand!,warning,fear,moderate
1/1/1900 0:06,1/1/1900 0:06,Nie bierz rękę!,Don't take the hand!,alarm,fear,moderate
1/1/1900 0:06,1/1/1900 0:06,Nie bierz rękę!,Don't take the hand!,alarm,fear,moderate
1/1/1900 0:06,1/1/1900 0:06,"Cztery, trzy, dwa, jeden, stop!","Four, three, two, one, stop!",anticipation,surprise,moderate
1/1/1900 0:06,1/1/1900 0:06,Stop!,Stop!,alarm,fear,intense
1/1/1900 0:06,1/1/1900 0:06,"To, co Krzysiek razem z Dianą wybrali nam z pizzarni MasterChefa, starczyłoby spokojnie do wykarmienia pół klakowa.",What Krzysiek and Diana picked for us from the MasterChef pizzeria would easily be enough to feed half the town.,amusement,happiness,mild
1/1/1900 0:06,1/1/1900 0:06,Jakie menu?,What menu?,confusion,surprise,mild
1/1/1900 0:06,1/1/1900 0:07,"Zaczniemy od najprostszych rzeczy, zwykłą pizzę Fungi, z tym, że przyprawioną dużo delikatniej, niż my byśmy to zjedli.","We will start with the simplest things, a regular Fungi pizza, but seasoned much more delicately than we would eat it ourselves.",consideration,neutral,mild
1/1/1900 0:07,1/1/1900 0:07,Dzieci lubią pieczarki?,Do children like mushrooms?,curiosity,neutral,mild
1/1/1900 0:07,1/1/1900 0:07,Dzieci lubią pizzę.,Children like pizza.,fondness,happiness,mild
1/1/1900 0:07,1/1/1900 0:07,A pieczarki?,And mushrooms?,curiosity,neutral,mild
1/1/1900 0:07,1/1/1900 0:07,"Dzieci nie lubią grzybów, a szczególnie pieczarek. Pieczarki to jest bleee.","Children don't like mushrooms, especially champignons. Champignons are yuck.",aversion,disgust,moderate
1/1/1900 0:07,1/1/1900 0:07,"Łapy w górę, kto bez pieczarek?","Hands up, who is without mushrooms?",curiosity,neutral,mild
1/1/1900 0:07,1/1/1900 0:07,Kto jest za bez pieczarek?,Who is in favor of without mushrooms?,curiosity,neutral,neutral
1/1/1900 0:07,1/1/1900 0:07,Bez pieczarek.,Without mushrooms.,preference,neutral,neutral
1/1/1900 0:07,1/1/1900 0:07,Deser?,Desert?,curiosity,neutral,mild
1/1/1900 0:07,1/1/1900 0:07,"Deser będzie czekoladny biskwit, bo dzieci lubią czekoladę.","The dessert will be a chocolate biscuit, because children like chocolate.",consideration,happiness,mild
1/1/1900 0:07,1/1/1900 0:07,"Czekolada musi być. Dzieci, czekolada to i kropka.","There must be chocolate. Kids, chocolate, that's it, period.",insistence,neutral,moderate
1/1/1900 0:07,1/1/1900 0:07,Co będzie?,What will happen?,uncertainty,fear,mild
1/1/1900 0:07,1/1/1900 0:07,"Jako danie głównie nuggetsy, do tego będą chipsy ziemniaczane.","As the main dish, mainly nuggets, and there will also be potato chips.",anticipation,neutral,neutral
1/1/1900 0:07,1/1/1900 0:07,"Wiadomo, wszyscy w tej chwili obecni lubią fast foody, tym bardziej dzieci.","Obviously, everyone present at this moment likes fast food, especially children.",acceptance,neutral,neutral
1/1/1900 0:07,1/1/1900 0:07,"Na deser będą naleśniki z serem mascarpone z żółtkami, będzie to udekorowane bitą śmietaną i bardzo dużo owoców.","For dessert there will be pancakes with mascarpone cheese and egg yolks, it will be decorated with whipped cream and lots of fruit.",anticipation,happiness,mild
1/1/1900 0:07,1/1/1900 0:07,150 dzieci?,150 children?,bewilderment,surprise,moderate
1/1/1900 0:07,1/1/1900 0:07,150 dzieci.,150 children.,neutrality,neutral,neutral
1/1/1900 0:07,1/1/1900 0:07,Naleśniki?,Pancakes?,curiosity,surprise,mild
1/1/1900 0:07,1/1/1900 0:07,Naleśniki.,Pancakes.,craving,happiness,mild
1/1/1900 0:07,1/1/1900 0:07,Zrobiłeś to kiedyś?,Have you ever done it?,curiosity,neutral,mild
1/1/1900 0:07,1/1/1900 0:07,Zrobimy.,We will do it.,determination,neutral,mild
1/1/1900 0:07,1/1/1900 0:07,Jestem w programie Masterchefa.,I am on the Masterchef show.,pride,happiness,mild
1/1/1900 0:07,1/1/1900 0:07,Ta konkurencja jest nasza.,This competition is ours.,confidence,happiness,moderate
1/1/1900 0:07,1/1/1900 0:07,Jesteście gotowi? Czerwoni?,Are you ready? Reds?,anticipation,surprise,mild
1/1/1900 0:07,1/1/1900 0:08,Tak!,Yes!,agreement,happiness,mild
1/1/1900 0:08,1/1/1900 0:08,Niebiescy?,The Blues?,curiosity,neutral,mild
1/1/1900 0:08,1/1/1900 0:08,Tak!,Yes!,agreement,happiness,mild
1/1/1900 0:08,1/1/1900 0:08,Gotujemy!,We are cooking!,enthusiasm,happiness,moderate
1/1/1900 0:08,1/1/1900 0:08,Drużyna Czerwonych to kucharze odrzuceni przez Leszka.,The Red Team consists of chefs rejected by Leszek.,rejection,sadness,moderate
1/1/1900 0:08,1/1/1900 0:08,Odrzuceni nie oznacza gorsi.,Being rejected does not mean being worse.,reassurance,happiness,mild
1/1/1900 0:08,1/1/1900 0:08,"Planem jest to, żeby zrobić najpyszniejszą pizzę, żeby wszystkie dzieci były zaszarowane naszą pizzą.",The plan is to make the most delicious pizza so that all the children are enchanted by our pizza.,enthusiasm,happiness,moderate
1/1/1900 0:08,1/1/1900 0:08,"Fajnie jest gotować dla takiej ilości osób, taki live cooking.","It's nice to cook for such a number of people, such live cooking.",enjoyment,happiness,mild
1/1/1900 0:08,1/1/1900 0:08,A jak oni sobie radzą?,And how are they coping?,curiosity,neutral,mild
1/1/1900 0:08,1/1/1900 0:08,U niebieskich wszystko działa jak w zegarku.,"With the blues, everything works like clockwork.",admiration,happiness,mild
1/1/1900 0:08,1/1/1900 0:08,Nie stresujemy się!,We are not stressing!,reassurance,neutral,mild
1/1/1900 0:08,1/1/1900 0:08,Stresujemy się!,We are stressed!,anxiety,fear,moderate
1/1/1900 0:08,1/1/1900 0:08,Nie stresujemy się!,We are not stressing!,reassurance,happiness,mild
1/1/1900 0:08,1/1/1900 0:08,"Leszek, kapitan niebieski wymyślił chipsy i nuggetsy.","Leszek, the blue captain invented chips and nuggets.",amusement,happiness,mild
1/1/1900 0:08,1/1/1900 0:08,Mega amerykańskie menu.,Mega American menu.,interest,neutral,mild
1/1/1900 0:08,1/1/1900 0:08,"Powiem szczerze, że jestem trochę zasmucona.","I'll be honest, I'm a little sad.",disappointment,sadness,mild
08:52.4,08:56.9,"Niebezpiecznie, bo moim zdaniem pizza dla 150 osób to jest niemożliwe.","Dangerous, because in my opinion pizza for 150 people is impossible.",doubt,fear,moderate
08:56.9,08:58.9,"Pizze nie wyobrażam, to jest niemożliwe.","I can't imagine pizza, it's impossible.",incredulity,surprise,moderate
08:58.9,09:00.9,Ile pizze ma na 150 dzieci?,How many pizzas are there for 150 children?,curiosity,neutral,neutral
09:01.8,09:04.3,"Krzysiek, jesteś kapitan, ty masz kierować to, nie ja.","Krzysiek, you are the captain, you are supposed to lead this, not me.",resignation,sadness,mild
09:04.3,09:08.2,"Myślałem, chłopie, idź mi stąd, daj mi pracować, tak?","I thought, man, get out of here, let me work, right?",irritation,anger,moderate
09:08.2,09:10.7,"Ale szybszej, co ty mi robisz, kolego?","But faster, what are you doing to me, buddy?",impatience,anger,mild
09:11.5,09:12.9,Jak postawisz ten ser?,How will you place that cheese?,curiosity,neutral,mild
09:13.5,09:17.9,"Dzieci, dzieci, dzieci, a za dziećmi jeszcze stały dzieci.","Children, children, children, and behind the children there were still more children standing.",overwhelm,surprise,intense
09:22.5,09:23.5,Jak to idzie?,How is it going?,curiosity,neutral,neutral
09:24.5,09:27.5,"Ja cały czas kontroluję, jak jest na wszystkich stanowiskach",I am constantly monitoring how things are at all the stations,vigilance,neutral,mild
09:27.5,09:30.5,"no i pomagam te nieszczęsne naleśniki, żeby z nich wybrnąć.","so I'm helping with these unfortunate pancakes, just to get out of it.",resignation,sadness,mild
09:30.5,09:31.5,"Jakie nieszczęsne, o czym ty mówisz?","What unfortunate things, what are you talking about?",confusion,surprise,mild
09:31.5,09:32.5,Ale będzie zaraz dobrze.,But it will be fine soon.,reassurance,happiness,mild
09:32.5,09:35.5,"Pierwszych mi się nie udało, natomiast nie jest to nic strasznego,","I didn't succeed with the first ones, but it's nothing terrible,",acceptance,neutral,mild
09:35.5,09:37.5,bo ja jestem człowiekiem.,because I am a human being.,assertion,neutral,neutral
09:37.5,09:40.5,"Zresztą zasada też jest taka, która mówi, że zawsze pierwszy idzie","Anyway, the rule is also that the first one always goes",assertion,neutral,neutral
09:40.5,09:42.5,"do zjedzenia na szybko, tak?","to eat quickly, right?",curiosity,neutral,mild
09:42.5,09:43.5,"Ilesiek, co to jest?","Ilesiek, what is this?",curiosity,neutral,mild
09:43.5,09:44.5,To jest niespodzianka.,This is a surprise.,unexpectedness,surprise,moderate
09:44.5,09:46.5,"Ale powiedz mi, jaka niespodzianka?","But tell me, what surprise?",curiosity,surprise,mild
09:46.5,09:48.5,To jak będzie niespodzianka?,So will there be a surprise?,curiosity,surprise,mild
09:48.5,09:49.5,"Powiedz mi, co to jest?","Tell me, what is this?",curiosity,neutral,mild
09:49.7,09:50.7,To ma być beza na początku.,This is supposed to be meringue at the beginning.,expectation,neutral,neutral
09:52.7,09:53.7,Beza?,Beza?,curiosity,neutral,mild
09:53.7,09:54.7,"Podnosimy poprzeczkę, tak.","We are raising the bar, yes.",determination,happiness,moderate
09:54.7,09:56.7,"Słuchajcie, wysoka poczewka, wysoka.","Listen, high expectation, high.",expectation,neutral,mild
09:56.7,09:57.7,Wysoka.,High.,neutrality,neutral,neutral
09:57.7,09:58.7,Tam przygotuję się.,I will get ready there.,preparation,neutral,neutral
09:58.7,09:59.7,Dwie i pół godziny.,Two and a half hours.,impatience,anger,mild
09:59.7,10:02.7,"Leszku, wracaj na ziemi, wracaj na ziemi, Leszku.","Leszek, come back to earth, come back to earth, Leszek.",concern,fear,moderate
10:02.7,10:03.7,Wracam do pracy.,I'm going back to work.,resignation,neutral,neutral
10:03.7,10:04.7,Wracaj.,Come back.,command,neutral,neutral
10:07.7,10:09.7,"Lub dwa razy po trzy kilo, to idziemy z ogromnym zapasem ciasta,","Or two times three kilos, so we're going with a huge supply of cake,",assurance,neutral,mild
10:09.7,10:12.7,"ale wolę z ogromnym zapasem, niż ma zabraknąć, tak?","but I prefer to have a huge surplus, rather than run out, right?",prudence,fear,mild
10:12.7,10:15.7,"Sam się zgłosiłem do wyrabiania ciasta,","I volunteered myself to knead the dough,",willingness,happiness,mild
10:15.9,10:18.9,"gdyż wiedziałem, że mi najbardziej starczy siły",because I knew that I would have the most strength,confidence,happiness,mild
10:18.9,10:21.9,na wyrobienie dziesięciu kilo mąki.,to knead ten kilos of flour.,determination,neutral,neutral
10:26.9,10:28.9,"Tu jeszcze musi ze szklana wody wejść, tak?","Here, someone still has to come in with a glass of water, right?",expectation,neutral,mild
10:28.9,10:31.9,"To jest typowy pieróg, a to ma być dwa razy lżejszy.","This is a typical dumpling, and this one is supposed to be twice as light.",expectation,neutral,mild
10:33.9,10:34.9,Synu.,Son.,affection,happiness,mild
